"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.74897,0.42649,0.44288,-0.1643,-0.10539,-0.04449
0.75041,0.29798,0.58004,-0.33972,-0.062008,-0.03367
0.75368,0.16901,0.71659,-0.52339,-3.3878e-05,-0.019584
0.75658,0.05208,0.85137,-0.76644,-0.042643,-0.013479
0.62091,0.95386,0.052835,0.091217,-0.11074,0.0017964
0.61651,0.82133,0.17268,0.091665,-0.088538,0.0051066
0.61122,0.68863,0.30725,0.032891,-0.045377,-0.012521
0.60745,0.55682,0.44294,-0.066678,-0.007053,-0.030224
0.60739,0.42688,0.57945,-0.2004,0.027888,-0.034885
0.61104,0.29796,0.71564,-0.35366,0.030915,-0.026617
0.61628,0.16871,0.85077,-0.52864,0.050771,-0.01699
0.62075,0.051928,0.98461,-0.75994,-0.014946,-0.011948
0.48193,1.0859,0.052479,0.091118,0.053094,0.0045306
0.47584,0.95354,0.17225,0.081706,0.088667,0.0086239
0.46895,0.82084,0.30757,0.052692,0.12131,-0.0048216
0.46338,0.68825,0.44379,-0.011293,0.14991,-0.018977
0.46112,0.5566,0.57995,-0.091588,0.17138,-0.02749
0.46327,0.42632,0.7155,-0.19591,0.17304,-0.025433
0.46865,0.29686,0.85032,-0.33082,0.13961,-0.017474
0.47542,0.16748,0.98433,-0.49498,0.10666,-0.010634
0.48157,0.051365,1.1176,-0.70567,0.018819,-0.005319
0.33882,1.218,0.051276,0.028936,0.27248,0.0044393
0.33027,1.0858,0.1709,0.052531,0.29646,0.010501
0.32363,0.95331,0.30811,0.041058,0.32121,0.0039814
0.31887,0.82069,0.44531,0.013478,0.34658,-0.0063568
0.31652,0.68828,0.58134,-0.027093,0.36589,-0.01657
0.31646,0.55646,0.7163,-0.088154,0.36088,-0.016062
0.31868,0.4253,0.85052,-0.17399,0.32579,-0.01014
0.32327,0.2946,0.98423,-0.28359,0.25925,-0.0042042
0.32966,0.16432,1.1176,-0.42948,0.16764,-0.0014325
0.33811,0.049653,1.2506,-0.59195,0.06044,0.0027848
0.19396,1.3501,0.048841,0.042474,0.45187,0.0053943
0.18042,1.218,0.16874,0.04493,0.49744,0.015534
0.17814,1.0858,0.30941,0.038323,0.51199,0.013006
0.17683,0.95346,0.44734,0.028683,0.53374,0.0123
0.17602,0.82112,0.5831,0.019425,0.55796,0.0084568
0.17571,0.68889,0.7175,0.0092011,0.56379,0.0092363
0.17594,0.55678,0.85116,-0.005385,0.54996,0.0095219
0.17666,0.42454,0.98446,-0.076305,0.48993,0.010199
0.17783,0.29189,1.1176,-0.15009,0.39121,0.0060363
0.17979,0.15871,1.2506,-0.26094,0.24172,-0.0041967
0.19279,0.045987,1.3835,-0.39084,0.12335,0.020424
0.060876,1.4822,0.054744,-0.02283,0.58113,0.022965
0.052387,1.3502,0.17725,0.0093863,0.62909,0.028715
0.053003,1.2181,0.3134,0.0011785,0.66856,0.021954
0.053421,1.0859,0.44964,-0.0081338,0.70623,0.048468
0.053436,0.9538,0.58464,-0.0082427,0.73296,0.060445
0.053377,0.82169,0.71847,-0.0063386,0.73549,0.059237
0.053367,0.68957,0.8517,-0.020268,0.72452,0.042565
0.053406,0.55731,0.98472,-0.051927,0.67508,0.02631
0.05336,0.42473,1.1177,-0.090323,0.61993,0.014615
0.05288,0.29235,1.2506,-0.1137,0.48849,0.014002
0.052104,0.16269,1.3835,-0.1359,0.24742,-0.012843
0.060147,0.049504,1.5165,-0.26587,0.11454,0.0043207
1.6867,0.048857,0.05256,0.55894,-0.38446,0.046694
1.5542,0.16123,0.048016,0.66559,-0.53925,0.013511
1.5542,0.045712,0.17204,0.24555,-0.20027,0.26057
1.4217,0.29101,0.051055,0.63082,-0.82734,-0.018435
1.4216,0.15791,0.16592,0.21327,-0.3273,0.074039
1.4217,0.049556,0.30826,-0.10444,-0.12383,0.19246
1.2891,0.42397,0.052371,0.58724,-0.99687,-0.024147
1.2889,0.29101,0.16977,0.21737,-0.52637,-0.016942
1.2889,0.16398,0.30573,-0.069035,-0.2054,0.03925
1.2891,0.05132,0.44636,-0.30255,-0.098036,0.10953
1.1564,0.55704,0.052783,0.55012,-1.0912,-0.019013
1.156,0.42408,0.17174,0.24411,-0.62517,-0.04852
1.1557,0.29424,0.30613,-0.024668,-0.36204,-0.030923
1.156,0.16737,0.44454,-0.26386,-0.14731,0.011755
1.1564,0.051911,0.58288,-0.50186,-0.10158,0.036608
1.0237,0.68957,0.052892,0.46805,-1.0598,-0.0088073
1.0227,0.55677,0.17246,0.24086,-0.59956,-0.03674
1.0217,0.42533,0.3066,0.036469,-0.39661,-0.048825
1.0217,0.29691,0.44336,-0.17876,-0.24817,-0.034881
1.0227,0.16875,0.58134,-0.39224,-0.10113,-0.0075793
1.0237,0.052092,0.71765,-0.63175,-0.092091,0.00034529
0.89055,0.82176,0.052921,0.34789,-0.8239,0.0023429
0.88872,0.68908,0.17269,0.21752,-0.49081,-0.0073095
0.88649,0.55687,0.30687,0.086181,-0.35307,-0.030903
0.88545,0.42677,0.44267,-0.084197,-0.24254,-0.043432
0.88644,0.29834,0.57988,-0.27172,-0.15774,-0.030815
0.88866,0.16923,0.71652,-0.47365,-0.054204,-0.016752
0.89052,0.052139,0.85136,-0.71585,-0.070676,-0.012288
0.75663,0.95382,0.052915,0.19155,-0.43337,0.002183
0.75359,0.82123,0.17276,0.16877,-0.32726,0.0010932
0.74969,0.68865,0.30706,0.10184,-0.24436,-0.014761
0.74689,0.5572,0.44244,-0.010275,-0.17338,-0.031197
0.74683,0.42765,0.57896,-0.15682,-0.10979,-0.035299
0.74955,0.29879,0.71536,-0.32278,-0.072168,-0.026348
0.75345,0.16926,0.85067,-0.51079,-0.0080817,-0.017677
0.75655,0.052109,0.98459,-0.75856,-0.047888,-0.011819
0.62092,1.0859,0.052838,0.095064,-0.16398,-0.00062272
0.61642,0.95339,0.1727,0.13022,-0.14582,0.0007696
0.6107,0.82069,0.30727,0.10173,-0.094458,-0.0052558
0.60582,0.68841,0.44277,0.037705,-0.044287,-0.018829
0.6037,0.55738,0.57883,-0.062352,-0.0046858,-0.028879
0.60568,0.4277,0.71477,-0.18967,0.023234,-0.028731
0.61043,0.29846,0.84998,-0.34141,0.022661,-0.02168
0.61613,0.16886,0.98424,-0.52058,0.043866,-0.014056
0.62073,0.051945,1.1176,-0.75819,-0.015474,-0.0070671
0.48196,1.2179,0.052481,0.098925,0.017688,-0.00059845
0.47584,1.0856,0.17226,0.10279,0.048997,0.0047486
0.46875,0.95302,0.30757,0.091732,0.08646,-0.00026227
0.46257,0.82046,0.44373,0.057995,0.12095,-0.010803
0.45893,0.68839,0.57972,-0.0042665,0.15509,-0.020962
0.45887,0.55724,0.7151,-0.081058,0.17203,-0.024145
0.46235,0.42699,0.84982,-0.18601,0.16671,-0.020046
0.46833,0.29723,0.98394,-0.32431,0.13271,-0.013193
0.47535,0.16758,1.1175,-0.49281,0.10274,-0.0072449
0.48157,0.051376,1.2506,-0.70475,0.018945,-0.00044068
0.33888,1.35,0.05128,0.040809,0.23126,0.0035117
0.33034,1.2179,0.1709,0.065895,0.26055,0.0090049
0.32363,1.0855,0.30811,0.064391,0.28649,0.0065674
0.31863,0.95306,0.44528,0.049675,0.31725,-0.0012145
0.31581,0.82072,0.58126,0.025576,0.35135,-0.011568
0.31488,0.6887,0.71616,-0.015468,0.36646,-0.014364
0.31566,0.55709,0.85033,-0.07965,0.35472,-0.011595
0.31834,0.42582,0.98403,-0.16898,0.31785,-0.0064634
0.32315,0.29485,1.1174,-0.28546,0.25352,-0.0025922
