"Points:0","Points:1","Points:2","U:0","U:1","U:2"
5.0772,0.51331,1.3483,3.815e-06,3.9756e-06,-3.7338e-08
5.2548,0.75504,1.3486,1.6381e-06,6.464e-06,-4.4711e-08
5.4227,0.96986,1.3495,1.2317e-06,7.9262e-06,-7.7927e-08
4.4597,0.080267,1.149,7.1288e-06,8.2955e-07,-7.6786e-08
4.6705,0.26814,1.1458,6.5233e-06,1.2085e-06,-1.0822e-07
4.8742,0.49516,1.1424,5.0672e-06,3.7333e-06,-1.23e-07
5.0622,0.73601,1.1417,4.7139e-06,6.0822e-06,-1.1829e-08
5.2487,0.9615,1.1443,2.241e-06,8.6566e-06,-6.9204e-08
5.422,1.1681,1.1475,1.6364e-06,1.0008e-05,-1.1837e-07
4.2558,0.080296,0.94602,8.2116e-06,6.2192e-07,6.6864e-08
4.4614,0.26714,0.93962,7.7103e-06,8.9356e-07,1.4515e-08
4.6668,0.48765,0.93215,7.0284e-06,3.1954e-06,-3.1215e-08
4.8637,0.72094,0.92792,5.8075e-06,5.1278e-06,-6.1465e-08
5.0544,0.95015,0.93014,5.2842e-06,8.265e-06,-6.6822e-08
5.2466,1.1635,0.93658,2.5761e-06,1.1339e-05,-2.0896e-07
5.4219,1.3653,0.94285,1.8797e-06,1.2858e-05,-3.7399e-07
4.0552,0.080655,0.73876,8.794e-06,4.8798e-07,-1.8815e-08
4.2569,0.26917,0.72823,8.5334e-06,7.6174e-07,-3.8032e-08
4.4599,0.49004,0.71636,8.2232e-06,2.8121e-06,-8.5028e-08
4.6601,0.71759,0.70768,7.7974e-06,4.5473e-06,-8.1023e-08
4.8564,0.94295,0.7067,6.8423e-06,7.331e-06,-1.2457e-07
5.0514,1.158,0.71332,6.3705e-06,1.064e-05,-1.2059e-07
5.2469,1.3631,0.72341,3.2486e-06,1.4302e-05,-3.9337e-07
5.4225,1.5621,0.73296,2.2803e-06,1.5963e-05,-7.0966e-07
3.8562,0.081289,0.52501,9.3836e-06,2.7759e-07,6.3638e-08
4.0556,0.27488,0.50837,9.2824e-06,4.8976e-07,5.9482e-08
4.2558,0.50152,0.49479,9.2911e-06,2.1582e-06,9.9909e-09
4.4557,0.727,0.48582,9.037e-06,3.6644e-06,-3.3315e-09
4.6546,0.94545,0.48248,8.7968e-06,6.337e-06,7.5464e-09
4.8529,1.1565,0.48457,7.9125e-06,9.5608e-06,-3.0646e-08
5.0516,1.3612,0.49169,7.5337e-06,1.358e-05,-1.8275e-08
5.2502,1.5613,0.50239,3.8626e-06,1.8168e-05,-5.0679e-07
5.4247,1.7588,0.51619,2.7067e-06,2.0316e-05,-9.7189e-07
3.6577,0.082742,0.3049,9.4372e-06,8.4847e-08,-4.809e-08
3.8562,0.28536,0.27917,9.4856e-06,2.8958e-07,-2.0956e-08
4.0549,0.51947,0.27205,9.8451e-06,1.6182e-06,-4.7305e-08
4.2537,0.74205,0.26852,9.9597e-06,2.8406e-06,-5.1328e-08
4.4525,0.95465,0.26694,1.0094e-05,5.1037e-06,-7.0196e-08
4.6516,1.1605,0.26672,1.0118e-05,7.9841e-06,-6.9422e-08
4.8515,1.3621,0.26773,9.3794e-06,1.1798e-05,-1.3333e-07
5.053,1.5611,0.27006,9.1781e-06,1.6487e-05,-1.1272e-07
5.2566,1.7586,0.27436,4.6361e-06,2.2258e-05,-8.4299e-07
5.4294,1.9553,0.29565,3.4612e-06,2.5095e-05,-1.418e-06
3.4595,0.10026,0.096752,9.1257e-06,-4.1755e-08,-4.0634e-08
3.6577,0.3145,0.081243,9.2567e-06,6.3556e-08,1.2384e-08
3.856,0.53889,0.080726,9.7172e-06,9.7344e-07,5.0133e-08
4.0542,0.75522,0.08087,9.9466e-06,1.8408e-06,4.4475e-08
4.2526,0.9633,0.080765,1.0346e-05,3.6934e-06,1.5056e-09
4.4511,1.1654,0.080672,1.0739e-05,6.0442e-06,-3.6233e-09
4.6501,1.3644,0.080691,1.1016e-05,9.3235e-06,5.9424e-08
4.85,1.5619,0.080665,1.0189e-05,1.3695e-05,2.544e-07
5.0503,1.7587,0.08015,9.9577e-06,1.9159e-05,5.6615e-07
5.2479,1.9553,0.079547,3.743e-06,2.6441e-05,-2.3547e-07
5.4227,2.1518,0.09265,3.5657e-06,3.1559e-05,-1.4347e-06
5.4757,0.17042,2.3607,1.719e-06,2.4235e-06,-1.9591e-07
5.3456,0.094312,2.154,-6.107e-07,3.0192e-07,3.3263e-07
5.4503,0.35889,2.1614,5.5284e-07,3.0834e-06,7.6104e-08
5.1148,0.084386,1.952,4.1208e-06,1.0177e-06,-6.3326e-10
5.303,0.30885,1.9554,1.9936e-06,1.4781e-06,1.3297e-07
5.4318,0.56613,1.9558,-2.2877e-07,4.5299e-06,1.3256e-07
4.8886,0.081831,1.7507,3.9127e-06,1.1478e-06,3.061e-07
5.0994,0.28431,1.7528,3.8814e-06,1.7969e-06,3.1136e-07
5.27,0.53974,1.7538,9.3078e-07,4.1464e-06,6.0835e-09
5.4249,0.76966,1.7522,1.2009e-06,5.9716e-06,-2.2969e-07
4.6698,0.08069,1.5501,6.0347e-06,1.0954e-06,-1.9091e-07
4.8846,0.27281,1.551,4.8143e-06,1.3183e-06,-1.4084e-07
5.0772,0.51331,1.5517,3.91e-06,4.1935e-06,-9.9741e-09
5.2548,0.75504,1.5514,1.8387e-06,6.4127e-06,6.2973e-08
5.4227,0.96986,1.5505,1.3471e-06,7.7577e-06,1.4949e-07
4.4598,0.080137,1.3498,7.2594e-06,7.8002e-07,6.0674e-08
4.6707,0.26758,1.3488,6.5932e-06,1.0708e-06,1.9325e-08
4.8746,0.49422,1.3478,4.9903e-06,3.5884e-06,-1.3091e-08
5.0623,0.73528,1.3475,4.605e-06,6.0558e-06,-2.3839e-08
5.2486,0.96122,1.3484,2.0953e-06,8.6712e-06,-4.605e-08
5.4219,1.168,1.3494,1.5857e-06,1.0101e-05,-7.2455e-08
4.2559,0.079985,1.1489,8.0789e-06,6.4949e-07,-5.0148e-08
4.4619,0.26557,1.1454,7.5912e-06,9.7393e-07,-7.7784e-08
4.6677,0.48453,1.1412,6.9669e-06,3.3108e-06,-8.4753e-08
4.8644,0.71786,1.1388,5.9135e-06,5.201e-06,-7.7105e-08
5.0543,0.94855,1.1401,5.3885e-06,8.1712e-06,-4.4755e-08
5.2462,1.163,1.1439,2.6793e-06,1.1187e-05,-1.2593e-07
5.4217,1.3652,1.1475,1.9233e-06,1.2597e-05,-2.2663e-07
4.0554,0.080163,0.94597,8.8745e-06,4.6893e-07,5.5788e-08
4.2575,0.26594,0.93928,8.6131e-06,7.1156e-07,1.9105e-08
4.4614,0.48266,0.93093,8.2245e-06,2.6689e-06,-1.7494e-08
4.662,0.70912,0.92452,7.7069e-06,4.4026e-06,-3.4266e-08
4.8572,0.93782,0.9237,6.7189e-06,7.2308e-06,-8.2375e-08
5.0507,1.1559,0.9287,6.2736e-06,1.0595e-05,-1.1737e-07
5.2455,1.3625,0.93626,3.1827e-06,1.4235e-05,-2.9577e-07
5.4217,1.5621,0.94281,2.2765e-06,1.5906e-05,-5.1488e-07
3.8563,0.0806,0.73873,9.2479e-06,2.8089e-07,-2.3035e-08
4.0561,0.26868,0.72801,9.2024e-06,5.3338e-07,-3.0679e-08
4.2574,0.48799,0.71558,9.2114e-06,2.1877e-06,-7.2271e-08
4.458,0.71248,0.7054,9.0018e-06,3.6751e-06,-8.475e-08
4.6565,0.93541,0.70097,8.7924e-06,6.2696e-06,-1.0551e-07
4.8533,1.1514,0.70403,8.0213e-06,9.4258e-06,-1.8155e-07
5.0498,1.3592,0.71249,7.5825e-06,1.3342e-05,-2.3676e-07
5.2465,1.5608,0.72323,3.9801e-06,1.782e-05,-5.8867e-07
5.4224,1.7587,0.73294,2.7789e-06,1.9806e-05,-1.0151e-06
3.6578,0.081269,0.525,9.5852e-06,8.5411e-08,2.026e-08
3.8565,0.27471,0.50828,9.6994e-06,2.8406e-07,4.0271e-08
4.0558,0.50083,0.49447,9.9873e-06,1.5525e-06,7.6976e-09
4.2553,0.7253,0.48493,1.0048e-05,2.8099e-06,-3.8697e-09
4.4543,0.94262,0.48034,1.0158e-05,5.1233e-06,-1.1987e-08
4.653,1.1532,0.47994,1.0171e-05,8.0779e-06,-1.3324e-08
4.8518,1.3585,0.48357,9.4827e-06,1.1992e-05,-6.6923e-08
5.0511,1.5597,0.49137,9.1757e-06,1.6815e-05,-8.0467e-08
5.2501,1.7582,0.50232,4.8659e-06,2.2568e-05,-7.0708e-07
5.4247,1.9553,0.51618,3.3803e-06,2.5272e-05,-1.331e-06
3.4595,0.082737,0.3049,9.4467e-06,-5.5308e-08,-1.0502e-08
3.6578,0.28531,0.27915,9.7216e-06,8.9928e-08,-2.2857e-08
3.8563,0.5193,0.27197,1.0277e-05,9.8348e-07,-3.9576e-08
4.0548,0.74164,0.26831,1.063e-05,1.9549e-06,-4.9368e-08
4.2534,0.95392,0.26646,1.1127e-05,3.8427e-06,-7.1188e-08
4.4521,1.1596,0.26578,1.1579e-05,6.3355e-06,-1.0697e-07
4.6511,1.3612,0.26615,1.1898e-05,9.849e-06,-1.2613e-07
4.8512,1.5604,0.2675,1.1335e-05,1.454e-05,-2.0895e-07
5.0529,1.7582,0.26999,1.1284e-05,2.0391e-05,-2.1885e-07
5.2565,1.9552,0.27435,5.9047e-06,2.7773e-05,-1.1846e-06
